HITId,tweet,sentiment,directness,annotator_sentiment,target,group
219,@user It\u2019s better than being a faggot,hateful,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,individual
220,Helped bring alc to a AE pi party and some faggot was trying to kick me out. I\u2019ve been here for less than a min. Fa\u2026 @URL,offensive,indirect,anger_confusion_fear_shock_indifference,other,other
221,@user You turn around @user and go back to where you come from and give the Natives back what\u2026 @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
222,@user Just another mongoloid on Twitter.,normal,indirect,anger_confusion_fear_sadness_disgust,disability,special_needs
223,@user @user @user Hahaha fucking cunt... I don't know what's worse. Joking about a terribl\u2026 @URL,offensive,indirect,anger_confusion_fear_sadness_disgust,gender,women
224,white gringxs be like \u201chow is you saying \u201cthe office\u201d is bad any better than me calling you a spic :\\\u201d,offensive_normal,indirect,anger_fear_shock_indifference_disgust,origin,hispanics
225,@user It's decided by race so Indians carry Caucasoid australoid and mongoloid races and so do the intermedi\u2026 @URL,fearful_abusive_offensive_hateful,indirect,anger_fear_shock_indifference_disgust,origin,other
226,My cousin after making a lunch date with me: can\u2019t wait to see you and pay every cunt out,offensive,indirect,shock_indifference,other,women
227,I\u2019m getting so fucking fat it\u2019s a joke !! But I will do nothing about it cos am a lazy cunt,offensive,indirect,anger_confusion_sadness_indifference_fear,gender,women
228,lily really is the best dyke ever,offensive,indirect,anger_confusion_sadness_indifference_fear,sexual_orientation,gay
229,There are two types chinaman bowlers. One is kuldeep and the rest others. Kuldeep is miles ahead of others,offensive,indirect,anger_confusion_sadness_indifference_fear,origin,individual
230,@user Yeah non-racists reflexively shout racist things. Late and the spic barista is too slow? Shout \u201cHey be\u2026 @URL,offensive,indirect,anger_confusion_sadness_indifference_fear,origin,muslims
231,here\u2019s ur question faggot \ud83d\udc96 - from another faggot \u2014 there isnt a fucking question here faggot @URL,normal,indirect,confusion_fear_shock_indifference_disgust,sexual_orientation,gay
232,@user twat \ud83d\ude0f,offensive,indirect,confusion_fear_shock_indifference_disgust,other,women
233,Libye: Plus de 100 morts dans le naufrage de deux bateaux de migrants @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,immigrants
234,Still a twat but gotta give ratings for this\ud83d\ude02 @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,special_needs
235,ngl i have never laughed so hard at a random ching chong video depicting unfortunate events. wait for it.… @URL,normal,indirect,anger_fear_indifference_sadness_disgust,other,other
236,@user die nigger,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,individual
237,Orchestrated by feminazis! Christine Ford her feminazi lawyer Mx Katz and the ranking feminazi @user and… @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,gender,women
238,@user lol speak for your own hazara(mongol) people who have nothing to do with ethnic afghans (nor genetical\u2026 @URL,hateful,indirect,anger_fear_indifference_sadness_disgust,origin,other
239,@user no coats. go back to where you come from.,hateful_disrespectful,indirect,anger_fear_indifference_sadness_disgust,origin,other
240,I keep getting different signs different ways &amp; it's like God looking at me like \wow.. send another one this bitch retarded\,offensive,indirect,anger_fear_indifference_sadness_disgust,disability,special_needs
241,Im the ultimate spic i grew up in little village and a beaner ass ranch with my drug lord abuelo so ik how to gangb\u2026 @URL,fearful_offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
242,Big 37-20 oof @user is a faggot @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,sexual_orientation,individual
243,Yale study on undocumented immigrants - truth!,normal,indirect,anger_fear_indifference_sadness_disgust,other,special_needs
244,@user Yea they've played their ass off. But you can't win in the SEC with a full retard QB,offensive,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
245,@user do it nigger,abusive_hateful,indirect,anger_shock,origin,left_wing_people
246,If you use the word retarded in a derogatory sense you\u2019re a piece of shit lol,hateful,indirect,anger_shock,disability,special_needs
247,@user @user @user And leftist fanatics did too ... antifa is another terrorist organization.,offensive_normal,indirect,anger_shock,other,other
248,@user You\u2019re just a retard who doesn\u2019t even know he uses liberal arguments lmao,offensive,indirect,anger_disgust,disability,special_needs
249,@user You\u2019re just a cheap cunt,offensive,indirect,anger_disgust,gender,women
250,@user Mongy little twats in bucket hats and pretty green lap it up though. Idiots.,offensive,indirect,confusion_disgust,origin,other
251,@user Are you a chinaman or a wetback? Looks like a combo to me.,offensive_hateful,direct,confusion_disgust,origin,women
252,Dave Roberts literally lost the game with his retarded bullpen moves,normal,indirect,anger_indifference,gender,refugees
253,Lmaooo if one more kefe says I look like this cunt I\u2019m gonna lose my shit I swear hahahahahaha. @URL,normal,indirect,confusion_sadness_shock_indifference_disgust,other,other
254,@user okay ching chong,offensive,direct,anger_disgust,origin,asians
255,@user ching chong lookin ass,offensive,indirect,shock_disgust,origin,other
256,A retarded looking disturbed lunatic.\nThrow him into the ocean with a brick tied to his ankle. \n\nFood for the fis\u2026 @URL,hateful,indirect,shock_disgust,other,special_needs
257,i was ready to accept you but fate is just a fucking cunt and he made it this way,normal,indirect,shock_disgust,other,other
258,@user fuck y edrepresed cjkt biggs faggot,offensive,direct,shock_disgust,origin,muslims
259,\You clearly don't seem to listen to your wife at all.\\n\n'She's a great listener take that back you twat.',fearful_normal,indirect,confusion_sadness_shock_indifference_disgust,other,special_needs
260,@user when a boy is a gay retard ^ ~ kowalsaki anal ~,offensive,indirect,confusion_sadness_shock_indifference_disgust,sexual_orientation,special_needs
261,@user You support sanctuary cities for criminal illegal aliens you have no credibility as a governor or Ameri… @URL,abusive_hateful,indirect,anger_shock,origin,refugees
262,Do you invite someone in your home without knowing who they are. Lettin illegal aliens vote ? Is this the only… @URL,normal,indirect,confusion_sadness_shock_indifference_disgust,origin,immigrants
263,Snapchat vid of you're sneakers in the footwell with mongy tunes on in the background... #GenderNeutralBehaviour,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,special_needs
264,Cleaned + aired\ud83d\udca8the apartment spic + span almost done with\ud83d\udec5unpacking still doing laundry\ud83d\udca8...,normal,indirect,confusion_sadness_shock_indifference_disgust,other,other
265,@user Bitch I ain't even muzzie u Afghan terror camel,offensive,direct,anger_disgust,origin,muslims
266,@user @user \Why are we having all these people from shithole countries come here?\ Trump reporte\u2026 @URL,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,immigrants
267,This is accurate. Thank u nigger twink @URL,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,other
268,Justin Trudeau is promising to continue to welcome #Syrian #refugees @URL,abusive_offensive_hateful_normal,indirect,confusion_sadness_shock_indifference_disgust,origin,refugees
269,@user Whatever spic,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,refugees
270,We are not the greatest country in the world. We have become the shithole. It breaks my heart every day #vote\u2026 @URL,normal,indirect,anger_disgust,origin,other
271,U dont like people calling u spic or wetback but u use the n word in every sentence? Ok,offensive,indirect,confusion_fear_shock_indifference_disgust,origin,individual
272,follow and retweet to win nothing you faggot,fearful_offensive_hateful_disrespectful_normal,indirect,confusion_fear_shock_indifference_disgust,gender,other
273,@user @user Man shut your faggot ass up already. I\u2019ve been a fan longer than you have. I have th\u2026 @URL,offensive,indirect,sadness_disgust,sexual_orientation,gay
274,@user I love you!!! Huhuhu miss u ching chong,normal,indirect,anger_indifference,origin,individual
275,Follow me faggot #GetLewd,offensive_disrespectful,indirect,anger_indifference,sexual_orientation,special_needs
276,@user i see the type of nigger you are hmph,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,individual
277,You sir are a fucking cunt! @URL,offensive,direct,anger_sadness_shock_indifference_disgust,other,individual
278,Happy Birthday liyaaaaah!! \ud83c\udf8a thank you so much for everything my spic gurl \ud83d\ude1a enjoy your daaaaay di pwude ang sad\u2026 @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,other,other
279,\u300aTouice\u300b \u300aching chang ching chong\u300b\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d @URL,abusive_offensive,indirect,anger_sadness_shock_indifference_disgust,origin,individual
280,@user @user @user Shame and England. For discriminate against Caribbean black immigrants.,offensive,indirect,confusion_sadness,origin,other
281,Who said something about shithole countries? I mean sending pipe bombs to political opponents happens ONLY in shith\u2026 @URL,offensive,indirect,confusion_sadness,origin,immigrants
282,@user @user Are we forgetting the group of mongy Stoke fans waiting outside for when we left the ground? You\u2026 @URL,normal,indirect,confusion_fear_indifference_sadness_disgust,disability,other
283,It’s okay to be white.,normal,indirect,shock_indifference,origin,other
284,@user @user @user You add 14 points for his 14 catches retard.,offensive,indirect,shock_indifference,disability,special_needs
285,I really can\u2019t put my level of intelligence next to a semi-retard at this point \ud83e\udd37\ud83c\udffd\u200d\u2640\ufe0f,fearful_offensive_disrespectful_hateful_normal,indirect,shock_indifference,disability,women
286,If your tweeting asking what time is it you are an awful cunt!!!! #JusSayin,abusive_offensive_hateful_normal,indirect,anger_sadness_shock_disgust,other,jews
287,my friend's boyfriend just asked me if ching chong was a real word...no you dipshit it's a stereotype wtf ?????,normal,indirect,anger_sadness_shock_disgust,origin,women
288,@user nigger jew,offensive,direct,anger_sadness_shock_disgust,origin,other
289,Why did Kim Kardashian just tweet pics of boobies with no areola and a twat with no clit on my timeline??,fearful_abusive_offensive_disrespectful_normal,indirect,anger_sadness_shock_disgust,gender,women
